month,count,mean,std,min,25%,50%,75%,90%,95%,max
2026-01,7663.0,139.1935882378529,275.25243167923287,0.0833333333333333,24.183333333333334,51.11666666666667,135.79166666666669,317.46,517.0599999999996,3444.5666666666666
2026-02,7351.0,154.86390287035778,352.85622096771675,0.2166666666666666,25.9,49.05,148.975,355.76666666666665,575.7166666666667,5265.2
2026-03,8908.0,131.2239129621314,211.51249736441486,0.1666666666666666,27.433333333333334,58.23333333333333,147.60416666666669,314.7683333333333,484.5641666666662,2713.583333333333
2026-04,7889.0,127.03339671272235,197.65511790581905,0.25,26.966666666666665,55.23333333333333,136.7,313.05,535.2366666666666,2152.766666666667
2026-05,9378.0,126.1693484751546,212.53393688587283,0.1,24.987499999999997,49.11666666666667,135.425,317.78333333333404,512.5741666666667,2405.2833333333333
2026-06,7097.0,124.94910290733173,239.70271754297076,0.0666666666666666,22.98333333333333,46.53333333333333,122.18333333333334,295.4500000000003,496.5133333333333,2878.266666666667
